Tile_Name,R_mean,R_std,R_min,R_max,G_mean,G_std,G_min,G_max,B_mean,B_std,B_min,B_max,Gray_mean,Gray_std,Gray_min,Gray_max,Edge_mean,Edge_std,Texture_contrast,Texture_energy,Texture_homogeneity,Texture_correlation,Area,Perimeter,Compactness,Hist_R,Hist_G,Hist_B,Saturation_mean,Brightness_mean,target
image_1150,176.7574,35.9791,60.0,223.0,170.2671,51.3007,34.0,238.0,176.7923,54.4343,45.0,255.0,172.9516,45.9456,48.795,230.669,7.6631,15.1753,2110.9976,0.4925,0.0713,0.9164,5306.0,72.8423,1.0,35.0,41.0,66.0,9.0,176.0,1
image_1149,139.5513,50.4976,41.0,239.0,175.791,28.5818,73.0,231.0,209.5372,38.5885,90.0,255.0,168.8024,29.1882,75.835,232.951,10.0667,12.4509,851.9525,0.4513,0.1051,0.5556,780.0,27.9285,1.0,90.0,35.0,61.0,85.0,209.0,1
image_1147,171.9382,50.3283,22.0,255.0,171.2789,63.2681,6.0,246.0,181.8422,59.0132,19.0,253.0,172.6803,58.6364,12.266,244.164,16.2604,25.604,3438.2237,0.5114,0.043,0.9802,2022.0,44.9667,1.0,42.0,60.0,57.75,14.0,181.0,1
image_1146,188.2851,31.4416,68.0,244.0,178.2092,33.7344,52.0,247.0,181.0253,32.3159,55.0,251.0,181.5429,32.7806,57.126,245.961,15.8556,16.8693,1074.5706,0.5234,0.0806,0.9898,435.0,20.8567,1.0,44.0,48.0,44.5,14.0,188.0,1
image_1145,201.8123,28.9634,88.0,255.0,186.5527,50.6644,26.0,255.0,182.1516,43.5266,44.0,255.0,190.6136,43.0377,48.932,253.804,6.4912,18.7468,1852.2469,0.5872,0.0845,0.959,2019.0,44.9333,1.0,25.5,25.0,23.0,24.0,201.0,1
image_1144,180.7025,80.9774,29.0,255.0,229.2653,35.649,121.0,255.0,250.4934,10.0265,121.0,255.0,217.165,44.8568,110.85,255.0,6.0789,15.2925,2012.1351,0.7562,0.0523,0.9277,4554.0,67.4833,1.0,167.0,69.0,4.0,71.0,250.0,1
image_1143,188.6051,13.1273,125.0,222.0,131.0278,14.5917,70.0,165.0,157.4864,12.704,93.0,187.0,151.2597,13.8219,89.067,183.981,4.9113,5.0102,191.0458,0.3548,0.1604,0.9692,1869.0,43.2319,1.0,17.0,21.0,18.0,77.0,188.0,1
image_1189,155.1768,28.0772,55.0,237.0,136.9375,29.6388,34.0,219.0,139.1688,26.5479,43.0,217.0,142.6454,28.7753,41.305,224.154,12.1363,11.2178,828.0188,0.3257,0.0867,0.9955,5119.0,71.5472,1.0,39.0,43.0,38.0,31.0,155.0,1
image_1188,209.6061,60.1763,42.0,255.0,204.4144,36.3216,36.0,255.0,205.6758,18.6353,29.0,250.0,206.1105,38.7431,37.893,253.518,7.8598,13.9298,1501.0302,0.6764,0.0762,0.9747,2838.0,53.2729,1.0,29.0,30.0,17.0,6.0,209.0,1
image_1186,134.4418,46.6673,0.0,220.0,145.1568,53.0358,0.0,211.0,170.3749,51.6473,14.0,230.0,144.8279,50.7141,1.895,213.786,15.9347,28.0293,2571.9227,0.3621,0.0633,0.9785,2870.0,53.5724,1.0,29.0,36.0,34.0,54.0,170.0,1
image_1185,132.4534,48.9486,1.0,218.0,128.1455,48.541,15.0,210.0,147.9963,51.8797,37.0,255.0,131.6966,46.445,22.89,213.874,31.7891,30.1497,2157.136,0.2999,0.0652,0.7945,536.0,23.1517,1.0,76.25,76.25,81.25,33.0,147.0,1
image_1184,186.5097,35.1478,49.0,255.0,178.8431,36.6295,36.0,255.0,176.7794,32.1743,53.0,255.0,180.9002,35.6152,41.825,254.544,12.1366,15.7748,1268.4399,0.5228,0.0742,0.9955,6559.0,80.9877,1.0,52.0,55.0,47.0,14.0,186.0,1
image_1183,248.6807,7.8733,218.0,255.0,250.1212,7.4157,216.0,255.0,248.2564,8.0145,217.0,255.0,249.4779,7.5724,216.712,255.0,2.499,4.2504,57.3418,0.958,0.1952,0.9755,858.0,29.2916,1.0,11.0,7.0,11.0,2.0,250.0,1
image_1182,205.2209,25.6597,142.0,255.0,203.2406,26.3255,141.0,255.0,199.215,25.378,137.0,251.0,203.3738,25.994,140.843,254.544,11.8595,10.936,675.6894,0.6465,0.1025,0.9965,507.0,22.5167,1.0,35.5,37.0,34.0,7.0,205.0,1
image_1177,251.1673,10.9815,169.0,255.0,250.0892,11.8406,163.0,255.0,237.8439,13.8246,149.0,255.0,249.0156,11.6555,163.198,255.0,3.9501,8.0118,135.8508,0.9557,0.2458,0.9761,538.0,23.1948,1.0,3.0,4.0,10.0,14.0,251.0,1
image_1176,252.1069,10.8026,87.0,255.0,252.5862,9.9912,119.0,255.0,252.1416,10.667,96.0,255.0,252.3922,10.2273,106.81,255.0,2.3307,8.3957,104.598,0.9813,0.33,0.9747,5044.0,71.0211,1.0,1.0,1.0,2.0,0.0,252.0,1
image_1174,226.7846,42.139,125.0,255.0,246.9392,12.4501,202.0,255.0,253.1449,2.874,240.0,255.0,241.6204,19.6886,184.847,255.0,1.5699,3.3347,387.6403,0.9038,0.0742,0.9443,1249.0,35.3412,1.0,81.0,15.0,2.0,27.0,253.0,1
image_1173,131.8464,24.6439,68.0,175.0,210.3105,21.4012,149.0,243.0,252.7549,3.6122,233.0,255.0,191.6884,19.8958,135.867,224.036,5.7681,8.4696,395.8444,0.5712,0.1339,0.9751,306.0,17.4929,1.0,36.0,27.75,3.0,122.0,252.0,1
image_1172,233.0,0.0,233.0,233.0,232.0,0.0,232.0,232.0,230.0,0.0,230.0,230.0,232.071,0.0,232.071,232.071,0.0,0.0,0.0,0.8282,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,233.0,1
image_1171,202.5018,31.0247,93.0,255.0,189.6688,36.2619,73.0,255.0,185.3218,35.4154,80.0,253.0,193.0103,34.4886,80.006,254.544,8.6185,9.0254,1189.4615,0.5912,0.0892,0.991,4145.0,64.3817,1.0,43.0,55.0,56.0,21.0,202.0,1
image_1170,221.1615,24.1018,110.0,246.0,222.927,24.5601,112.0,252.0,232.615,22.6375,125.0,255.0,223.5035,24.1513,112.884,250.206,11.7812,18.0184,583.287,0.7772,0.0993,0.9928,452.0,21.2603,1.0,16.25,15.0,12.0,12.0,232.0,1
image_1169,160.8585,26.0342,81.0,205.0,151.2642,27.7653,70.0,203.0,159.1792,26.2566,76.0,206.0,155.0352,27.0315,73.973,203.94,18.5251,15.5821,730.7036,0.3809,0.0954,0.9949,106.0,10.2956,1.0,37.25,40.0,38.0,14.0,160.0,1
image_1168,175.9882,22.0582,113.0,214.0,170.8412,24.0202,102.0,215.0,177.6882,22.926,110.0,219.0,173.1607,23.2622,106.201,215.157,15.5573,15.8284,541.129,0.4694,0.1158,0.9915,170.0,13.0384,1.0,24.75,27.0,25.0,10.0,177.0,1
image_1212,241.5504,15.1369,143.0,255.0,239.8228,18.8805,137.0,255.0,239.8382,20.9941,137.0,255.0,240.3411,17.8506,138.794,255.0,3.0108,4.4435,318.6449,0.8932,0.0974,0.9712,1428.0,37.7889,1.0,21.0,28.0,31.0,2.0,241.0,1
image_1210,245.7711,21.1233,82.0,255.0,246.7363,24.6842,65.0,255.0,245.5285,23.9283,70.0,255.0,246.31,23.3936,70.767,255.0,3.8105,12.4357,547.2591,0.9414,0.1385,0.9787,2704.0,52.0,1.0,6.0,3.0,5.0,1.0,246.0,1
image_1207,224.0752,46.7729,73.0,255.0,220.6682,56.8093,32.0,255.0,220.5371,52.603,43.0,255.0,221.672,52.8718,46.866,255.0,7.2383,18.2636,2795.4324,0.7987,0.0686,0.9682,4042.0,63.5767,1.0,47.75,38.0,39.0,5.0,224.0,1
image_1206,231.2317,26.7778,42.0,255.0,228.0185,25.2259,89.0,255.0,220.9533,23.1882,90.0,255.0,228.1738,24.9332,89.712,255.0,6.5603,13.2107,621.665,0.8102,0.0812,0.9484,1135.0,33.6898,1.0,27.0,33.0,34.0,12.0,231.0,1
image_1205,139.062,17.7634,87.0,198.0,151.1225,18.9129,96.0,200.0,175.5174,18.8992,117.0,215.0,150.2975,18.2967,96.991,201.112,8.4739,11.2474,334.7696,0.3525,0.1475,0.9451,661.0,25.7099,1.0,17.0,21.0,26.0,52.0,175.0,1
image_1204,246.2053,5.6939,229.0,255.0,254.2243,1.5041,243.0,255.0,254.1432,1.589,240.0,255.0,251.8174,2.1875,238.928,255.0,1.0179,1.5486,4.7853,0.9753,0.4624,0.2412,1676.0,40.939,1.0,9.0,1.0,1.0,8.0,254.0,1
image_1203,218.8967,18.4717,120.0,251.0,228.463,26.3619,106.0,255.0,226.6656,30.5464,106.0,255.0,225.3977,22.5821,110.186,253.804,7.8379,11.2865,509.9501,0.7891,0.0985,0.643,1229.0,35.0571,1.0,22.0,44.0,54.0,11.0,228.0,1
image_1202,174.6247,39.6514,62.0,255.0,163.8892,41.4315,54.0,255.0,161.4001,35.4648,54.0,253.0,166.8154,40.1602,58.153,254.772,9.0988,11.7776,1612.8395,0.4528,0.0659,0.9951,3954.0,62.8808,1.0,63.0,66.0,54.0,19.0,174.0,1
image_1201,238.4891,15.2257,182.0,255.0,237.5808,15.1423,181.0,255.0,231.6492,14.7949,179.0,255.0,237.1762,15.0547,181.071,255.0,6.5307,8.2726,226.6437,0.8686,0.1576,0.9932,687.0,26.2107,1.0,20.5,19.0,18.0,8.0,238.0,1
image_1197,197.7659,38.7522,129.0,255.0,244.0017,10.8625,173.0,255.0,252.1617,7.5101,173.0,255.0,231.1074,16.9163,173.0,255.0,2.4893,5.3827,286.1629,0.8258,0.0782,0.7266,3580.0,59.8331,1.0,87.0,19.0,3.0,56.0,252.0,1
image_1196,93.3636,63.6665,27.0,255.0,217.0863,12.8914,155.0,255.0,247.8393,14.7813,146.0,255.0,183.5991,22.7105,135.907,254.772,4.3111,5.6954,515.768,0.5263,0.1196,0.4948,1587.0,39.8372,1.0,27.0,13.0,5.0,159.0,247.0,1
image_1195,228.4506,9.8538,192.0,246.0,222.7418,14.088,177.0,245.0,213.3405,16.9109,168.0,241.0,223.377,12.9484,180.687,244.843,4.4688,4.9444,167.6601,0.7699,0.1138,0.9365,790.0,28.1069,1.0,14.0,24.0,31.0,17.0,228.0,1
image_1194,190.1667,45.5961,29.0,242.0,177.0511,48.9779,9.0,238.0,172.8534,40.9879,34.0,233.0,180.4941,46.9777,17.83,237.811,11.6947,13.9438,2206.9031,0.5349,0.0615,0.9963,1194.0,34.5543,1.0,44.0,46.75,37.0,24.0,190.0,1
image_1193,241.0014,5.0845,211.0,255.0,240.1199,4.8763,210.0,255.0,236.189,5.161,206.0,252.0,239.9353,4.8088,209.843,254.202,2.4199,3.2287,23.1245,0.8857,0.3371,0.8836,709.0,26.6271,1.0,6.0,7.0,5.0,5.0,241.0,1
image_1192,115.9974,81.2304,0.0,246.0,125.7634,70.2308,2.0,248.0,170.9889,46.6915,26.0,243.0,127.9991,68.9595,13.6,246.148,9.0092,17.8255,4755.4104,0.3251,0.0369,0.9743,2333.0,48.3011,1.0,186.0,146.0,61.0,83.0,170.0,1
image_1191,244.2662,17.7097,136.0,255.0,242.5208,19.6154,125.0,255.0,238.1692,20.0414,113.0,255.0,242.5466,18.9984,128.061,255.0,4.693,9.5093,360.9386,0.9103,0.1431,0.9847,2423.0,49.224,1.0,12.0,15.0,17.0,6.0,244.0,1
image_1239,249.5636,8.0048,216.0,255.0,245.8454,8.9753,207.0,255.0,241.2568,8.8325,201.0,255.0,246.4341,8.5071,209.605,254.772,3.8864,4.5302,72.3711,0.9351,0.2263,0.9157,841.0,29.0,1.0,7.0,11.0,10.0,8.0,249.0,1
image_1238,230.3454,10.9356,163.0,255.0,228.6443,11.3357,165.0,255.0,223.3518,11.3177,160.0,253.0,228.5496,11.1492,163.832,254.43,3.8424,4.9127,124.305,0.8052,0.1692,0.9817,776.0,27.8568,1.0,16.0,17.0,16.0,8.0,230.0,1
image_1237,238.7978,16.8708,140.0,255.0,245.7798,15.0867,148.0,255.0,247.1841,13.7286,150.0,255.0,243.8523,15.3422,145.836,254.701,7.4587,12.1623,235.3827,0.9181,0.143,0.9725,277.0,16.6433,1.0,11.0,9.0,9.0,9.0,247.0,1
image_1235,209.5776,28.6303,108.0,255.0,196.4256,29.808,97.0,255.0,187.3752,25.1815,95.0,241.0,199.3263,28.8321,100.061,252.834,9.1909,11.3124,831.2901,0.6238,0.0959,0.9904,3409.0,58.3866,1.0,38.0,40.0,33.0,27.0,209.0,1
image_1233,229.0732,24.742,125.0,255.0,230.0902,25.0248,122.0,255.0,224.1627,21.4834,129.0,251.0,229.1104,24.5008,123.695,254.544,8.263,12.0488,600.2885,0.8165,0.105,0.9981,1297.0,36.0139,1.0,28.0,29.0,25.0,7.0,230.0,1
image_1231,42.9431,6.8084,16.0,69.0,117.8844,14.1655,43.0,137.0,239.2459,19.308,136.0,255.0,109.3122,11.7082,45.828,127.728,4.6959,7.4758,137.0821,0.1859,0.1972,0.6135,545.0,23.3452,1.0,7.0,14.0,22.0,210.0,239.0,1
image_1230,64.3653,61.9014,19.0,248.0,125.9419,41.1569,47.0,244.0,234.4563,17.8355,142.0,255.0,119.9011,42.3463,53.046,243.828,2.4651,5.5542,1793.2117,0.2487,0.1267,0.9703,1429.0,37.8021,1.0,13.0,16.0,22.0,185.0,234.0,1
image_1229,191.3865,37.3415,81.0,251.0,185.3247,47.9797,57.0,245.0,188.5782,47.5064,61.0,255.0,187.5081,44.0685,68.22,242.753,12.2928,18.3795,1942.0318,0.5706,0.0529,0.9482,1700.0,41.2311,1.0,54.25,68.0,61.25,8.0,191.0,1
image_1228,165.6713,29.5658,69.0,211.0,167.1517,50.5975,33.0,228.0,182.4663,53.2673,43.0,244.0,168.4549,44.4182,44.904,224.741,10.7338,11.8681,1972.9722,0.4667,0.0596,0.9745,356.0,18.868,1.0,28.25,38.25,35.25,24.0,182.0,1
image_1225,239.8292,12.9601,173.0,255.0,238.8653,15.5107,166.0,255.0,235.3736,18.5159,160.0,255.0,238.7554,14.9647,167.409,255.0,4.3238,8.004,223.9412,0.8801,0.1165,0.9719,720.0,26.8328,1.0,21.0,27.0,35.0,4.0,239.0,1
image_1223,224.7479,20.6209,127.0,255.0,214.1233,22.59,113.0,255.0,203.4287,19.9782,110.0,243.0,216.0809,21.6318,116.844,253.632,7.5004,10.4101,467.934,0.7252,0.1331,0.9871,1654.0,40.6694,1.0,22.0,24.0,20.0,24.0,224.0,1
image_1222,192.6196,37.1305,74.0,255.0,183.0818,41.1386,56.0,255.0,179.0456,39.2801,68.0,255.0,185.4735,39.6202,62.75,255.0,8.728,11.7026,1569.7597,0.5532,0.0993,0.9931,1906.0,43.6578,1.0,45.0,43.0,37.0,17.0,192.0,1
image_1219,222.9467,17.5645,147.0,252.0,221.3254,17.5569,143.0,250.0,209.8994,16.2883,140.0,238.0,220.5076,17.3559,143.854,249.23,12.1459,9.7994,301.2261,0.7524,0.1275,0.9967,169.0,13.0,1.0,24.0,21.0,23.0,15.0,222.0,1
image_1218,211.6993,36.0115,66.0,255.0,214.1456,35.9029,65.0,255.0,214.2554,33.5558,71.0,255.0,213.4267,35.5869,65.983,254.772,12.4029,14.6998,1266.4309,0.72,0.0864,0.995,419.0,20.4695,1.0,46.0,46.0,47.5,4.0,214.0,1
image_1215,247.6023,16.7547,137.0,255.0,246.9529,19.6628,128.0,255.0,245.2824,20.8885,133.0,255.0,246.9567,18.8442,131.261,255.0,2.3187,7.212,355.1025,0.9434,0.1233,0.9859,3314.0,57.5674,1.0,5.0,2.0,4.0,2.0,247.0,1
image_1213,209.1879,13.8931,139.0,236.0,202.2083,16.3587,126.0,228.0,196.8288,16.9686,113.0,224.0,203.6819,15.4698,128.704,227.843,5.364,7.0044,239.3157,0.6417,0.1527,0.9446,1320.0,36.3318,1.0,14.0,16.0,18.0,16.0,209.0,1
image_1287,142.1804,24.0836,54.0,255.0,170.9806,47.9255,44.0,255.0,180.8074,47.6441,45.0,255.0,163.4896,34.6408,47.104,254.413,7.0885,10.939,1199.9831,0.4295,0.0666,0.0556,9342.0,96.654,1.0,27.0,89.0,99.0,54.0,180.0,1
image_1271,230.1089,15.1377,146.0,250.0,229.2129,15.5068,138.0,247.0,223.6337,16.7445,135.0,242.0,228.8448,15.4799,140.05,247.327,4.7681,8.0957,239.6266,0.8091,0.1661,0.9859,606.0,24.6171,1.0,12.0,13.75,13.0,8.0,230.0,1
image_1270,253.2276,4.7807,194.0,255.0,254.14,3.9307,198.0,255.0,253.9326,3.4103,207.0,255.0,253.8435,4.0285,197.83,255.0,0.9279,3.176,16.2287,0.9912,0.5426,0.9286,1529.0,39.1024,1.0,1.0,1.0,1.0,1.0,254.0,1
image_1268,252.6516,12.9484,95.0,255.0,252.3087,14.1261,90.0,255.0,252.2407,14.2426,84.0,255.0,252.4035,13.7753,90.811,255.0,1.3522,8.0064,189.7601,0.9827,0.2765,0.9965,5692.0,75.4453,1.0,0.0,0.0,0.0,0.0,252.0,1
image_1261,237.7249,23.235,116.0,255.0,233.2471,24.544,109.0,255.0,217.6013,23.0708,103.0,248.0,232.8023,23.8927,110.409,254.202,5.6428,8.0484,570.8607,0.8423,0.1309,0.9929,607.0,24.6374,1.0,19.0,22.0,22.5,22.0,237.0,1
image_1260,249.7644,26.4694,44.0,255.0,249.4289,28.4822,34.0,255.0,249.5797,26.1934,45.0,255.0,249.5464,27.61,38.244,255.0,1.9886,12.3055,762.3128,0.9694,0.1686,0.999,1392.0,37.3095,1.0,1.0,1.0,1.0,0.0,249.0,1
image_1256,103.2684,8.2279,72.0,123.0,249.4498,7.2152,215.0,255.0,253.7352,1.8132,245.0,255.0,206.2301,6.4618,176.891,214.934,2.276,3.6085,41.7555,0.6547,0.2643,0.7995,827.0,28.7576,1.0,10.0,8.0,2.0,151.0,253.0,1
image_1255,228.0069,40.8404,52.0,255.0,229.3538,42.0834,44.0,255.0,228.7593,41.0323,35.0,255.0,228.8833,41.5633,45.665,255.0,5.503,10.2512,1727.5107,0.8322,0.0646,0.9979,1450.0,38.0789,1.0,37.0,35.0,35.75,1.0,229.0,1
image_1251,254.5067,1.1476,240.0,255.0,254.6413,1.1893,237.0,255.0,252.1058,2.7351,230.0,255.0,254.312,1.1843,237.099,255.0,0.5025,1.257,1.4026,0.9946,0.6922,0.6886,2013.0,44.8665,1.0,1.0,0.0,4.0,2.0,254.0,1
image_1249,166.8574,78.9485,18.0,255.0,203.7338,57.7116,30.0,255.0,198.1949,81.4627,0.0,255.0,192.0763,60.1776,22.992,255.0,13.8286,22.9702,3621.3457,0.6231,0.0479,0.6341,1108.0,33.2866,1.0,168.0,63.25,80.25,46.0,203.0,1
image_1248,71.5248,9.5419,41.0,136.0,225.2421,11.3918,177.0,240.0,252.9291,3.9958,218.0,255.0,182.437,7.2197,151.981,192.995,1.9965,3.2266,52.1236,0.5127,0.2031,-0.1092,987.0,31.4166,1.0,10.0,12.0,3.0,183.0,252.0,1
image_1247,169.4229,32.4331,95.0,246.0,153.6517,32.4732,80.0,228.0,146.398,27.8139,82.0,210.0,157.5404,31.8666,84.827,231.102,15.4868,16.1203,1015.4802,0.3973,0.1016,0.9946,201.0,14.1774,1.0,44.0,46.0,40.0,35.0,169.0,1
image_1244,238.102,7.0214,209.0,249.0,252.42,3.8635,231.0,255.0,253.7877,1.987,240.0,255.0,248.2948,4.366,226.018,252.907,1.9762,2.4804,19.0616,0.9484,0.3255,0.8697,1069.0,32.6956,1.0,8.0,3.0,2.0,15.0,253.0,1
image_1242,111.9153,36.2486,59.0,252.0,216.7394,20.6259,104.0,255.0,242.4619,25.468,116.0,255.0,188.3293,13.3798,108.956,254.103,6.5263,8.2064,179.0181,0.5482,0.2073,-0.4575,944.0,30.7246,1.0,20.0,14.0,8.0,138.0,242.0,1
image_1241,207.3042,22.3124,109.0,253.0,214.2442,30.5619,99.0,252.0,221.1928,36.0265,100.0,255.0,212.9613,27.9416,102.104,246.96,5.3669,10.9242,780.7322,0.7095,0.0756,0.8979,1867.0,43.2088,1.0,30.0,49.0,60.0,16.0,221.0,1
image_1240,198.5242,45.2261,95.0,255.0,181.9573,48.7842,60.0,249.0,172.4646,39.8462,67.0,232.0,185.8286,46.281,71.263,248.172,15.5117,17.6374,2141.9348,0.564,0.0764,0.9758,889.0,29.8161,1.0,69.0,63.0,51.0,33.0,198.0,1
image_1310,121.9136,37.5833,33.0,255.0,122.9756,35.6841,37.0,255.0,132.4114,32.4483,44.0,255.0,123.7337,35.5471,40.902,252.378,10.7775,10.9034,1263.5946,0.2549,0.1082,0.9857,11911.0,109.1375,1.0,38.0,37.0,32.0,21.0,132.0,1
image_1309,116.753,41.1802,0.0,255.0,112.7523,36.409,0.0,254.0,114.2449,34.5168,0.0,251.0,114.1187,36.9207,0.299,253.387,12.0992,14.9216,1363.1354,0.2212,0.0714,0.9681,17416.0,131.9697,1.0,66.0,55.0,44.0,9.0,116.0,1
image_1308,169.3746,66.5929,0.0,255.0,169.2469,66.9,5.0,255.0,173.804,63.0328,0.0,255.0,169.8046,66.2702,2.935,255.0,11.3207,19.9831,4391.7361,0.511,0.0284,0.9958,16502.0,128.4601,1.0,139.0,141.0,129.0,6.0,173.0,1
image_1307,89.1547,46.4445,0.0,248.0,88.0645,49.0986,3.0,254.0,91.9868,52.4778,0.0,255.0,88.8376,48.4565,1.761,251.146,11.8088,17.4545,2348.0355,0.1575,0.0902,0.9841,5984.0,77.3563,1.0,22.0,22.0,23.0,8.0,91.0,1
image_1303,132.1638,51.4507,11.0,255.0,134.8685,52.0663,2.0,255.0,144.2592,48.0604,10.0,255.0,135.1303,51.1765,12.181,255.0,7.7022,12.9298,2619.0314,0.3211,0.0716,0.9867,27559.0,166.009,1.0,56.0,52.0,46.0,21.0,144.0,1
image_1302,227.2451,36.5597,114.0,255.0,224.1265,39.0662,106.0,255.0,221.4427,39.6636,104.0,255.0,224.753,38.3637,108.164,255.0,12.6716,18.2184,1471.7737,0.7995,0.0439,0.998,253.0,15.906,1.0,54.0,58.0,58.0,7.0,227.0,1
image_1300,114.231,24.2906,27.0,255.0,113.8228,24.0046,29.0,255.0,122.8969,23.4895,16.0,255.0,114.9793,23.8613,26.92,255.0,13.979,11.9571,569.3606,0.2121,0.1242,0.9865,11120.0,105.4514,1.0,28.0,27.0,26.0,19.0,122.0,1
image_1299,117.3806,21.431,61.0,206.0,114.9028,18.5854,61.0,206.0,119.8205,15.8234,71.0,206.0,116.2042,18.8688,62.14,206.0,6.2474,7.8774,356.0306,0.2131,0.1381,0.9707,1666.0,40.8167,1.0,29.0,22.0,15.0,11.0,119.0,1
image_1296,205.5818,36.7499,148.0,255.0,205.4061,36.3315,143.0,255.0,208.397,34.3767,147.0,255.0,205.7996,36.1919,145.179,255.0,20.1105,20.8168,1309.851,0.6715,0.0579,0.9965,330.0,18.1659,1.0,78.0,76.0,72.0,4.0,208.0,1
image_1295,159.1614,20.159,58.0,255.0,154.6932,21.0064,51.0,253.0,161.5666,20.5088,51.0,253.0,156.8128,20.5191,54.854,253.598,20.8095,13.3576,421.0342,0.3846,0.1181,0.9642,9887.0,99.4334,1.0,28.0,28.0,28.0,11.0,161.0,1
image_1294,157.2255,18.709,62.0,255.0,153.0741,19.2945,49.0,251.0,158.5073,18.9431,57.0,254.0,154.9348,18.9369,53.913,250.146,19.1262,12.5623,358.6068,0.3747,0.1256,0.9718,7580.0,87.0632,1.0,26.0,26.0,26.0,8.0,158.0,1
image_1293,202.7194,38.1462,83.0,255.0,206.7636,38.9125,78.0,255.0,210.4388,36.736,85.0,255.0,205.9734,38.3927,80.293,254.772,8.4151,11.1179,1474.0023,0.6751,0.0387,0.9959,588.0,24.2487,1.0,70.25,74.0,70.0,10.0,210.0,1
image_1292,113.6577,38.8949,32.0,252.0,116.6629,38.7233,29.0,255.0,130.0799,35.1799,38.0,255.0,117.2939,38.1415,30.923,254.103,8.6899,11.1009,1454.7747,0.234,0.0911,0.9826,14781.0,121.5771,1.0,37.0,33.0,28.0,33.0,130.0,1
image_1291,193.6326,49.1966,68.0,255.0,221.2246,42.5918,85.0,255.0,223.0564,40.2456,76.0,255.0,213.1835,39.2264,87.277,255.0,4.7733,8.0564,1538.7134,0.7226,0.0694,0.5157,5262.0,72.5396,1.0,105.0,75.0,66.75,34.0,223.0,1
image_1290,136.5357,38.9943,0.0,255.0,201.0671,60.0004,7.0,255.0,205.1659,60.7578,0.0,255.0,182.2394,46.7475,4.109,255.0,5.8861,12.2158,2185.3287,0.5444,0.0372,0.2802,14451.0,120.2123,1.0,29.0,105.0,101.0,86.0,205.0,1
image_1288,202.0501,64.352,40.0,255.0,243.3405,29.4526,78.0,255.0,245.7097,29.9577,51.0,255.0,231.2647,35.2671,69.654,255.0,4.4246,11.5115,1243.766,0.8416,0.0448,0.582,2435.0,49.3457,1.0,126.0,6.0,2.0,45.0,245.0,1
image_54,192.9737,47.1263,62.0,255.0,185.8713,48.6647,50.0,254.0,182.4708,47.1768,50.0,251.0,187.6073,48.0057,53.588,253.615,29.5804,24.1562,2304.5472,0.5767,0.0542,0.9976,342.0,18.4932,1.0,78.75,80.5,76.5,13.0,192.0,1
image_53,194.348,31.5387,111.0,242.0,192.6089,27.8876,119.0,234.0,191.0899,23.4439,122.0,228.0,192.9557,28.4294,116.95,235.121,5.9141,7.0397,808.233,0.585,0.0626,0.9966,3158.0,56.1961,1.0,55.0,48.0,39.0,4.0,194.0,1
image_52,165.1239,39.0639,50.0,252.0,168.962,37.6373,52.0,250.0,173.5322,34.3135,64.0,251.0,168.3354,37.6309,52.77,250.712,7.3257,8.1187,1416.0861,0.4576,0.0647,0.9955,3260.0,57.0964,1.0,62.0,59.0,52.0,12.0,173.0,1
image_51,195.4353,29.2311,114.0,249.0,197.0627,30.2928,118.0,250.0,195.6549,30.3192,114.0,248.0,196.4156,29.9098,117.146,249.017,9.7075,9.2261,894.5934,0.6071,0.0768,0.9946,255.0,15.9687,1.0,45.5,48.0,44.0,3.0,197.0,1
image_48,129.4308,41.6577,3.0,223.0,128.1897,34.6858,22.0,216.0,120.2659,40.8478,0.0,210.0,127.6575,37.3256,13.811,217.409,14.4635,15.2186,1393.2028,0.272,0.0808,0.9865,643.0,25.3574,1.0,55.0,49.0,50.0,18.0,129.0,1
image_37,90.8864,8.6135,73.0,109.0,159.75,9.4174,140.0,183.0,227.9773,8.2751,210.0,244.0,146.9377,8.7207,127.947,167.828,8.4676,5.7385,76.0505,0.3332,0.1745,0.8517,44.0,6.6332,1.0,13.0,12.0,14.25,154.0,227.0,1
image_36,142.0298,74.7445,41.0,255.0,185.0343,41.9208,101.0,255.0,227.2697,17.2176,134.0,255.0,176.9908,47.6826,90.883,255.0,8.8388,12.0704,2273.6285,0.5167,0.0322,0.9795,1980.0,44.4972,1.0,153.0,81.0,16.0,95.0,227.0,1
image_34,212.5933,24.2969,97.0,255.0,211.5369,23.7759,104.0,255.0,208.9696,22.7948,111.0,253.0,211.5601,23.6954,103.047,254.772,13.1106,15.0677,561.4713,0.6969,0.1059,0.9825,7962.0,89.23,1.0,31.0,31.0,30.0,5.0,212.0,1
image_33,238.1913,13.1053,70.0,255.0,240.7751,12.2682,72.0,255.0,241.0424,11.433,71.0,255.0,240.033,12.378,71.288,255.0,4.5955,8.4732,153.2149,0.8884,0.2144,0.9904,2148.0,46.3465,1.0,11.0,11.0,11.0,3.0,241.0,1
image_30,183.7446,44.3654,15.0,246.0,180.3559,58.0354,0.0,236.0,181.5389,60.2891,0.0,242.0,181.504,53.7592,4.485,234.591,6.9064,12.8031,2890.0491,0.5511,0.0304,0.9639,4201.0,64.8151,1.0,66.0,106.0,115.0,4.0,183.0,1
